iter	Logloss
721	0.1458838688
722	0.1457642203
723	0.14552377
724	0.1454364543
725	0.1453505145
726	0.1452877617
727	0.1451023439
728	0.1448671942
729	0.1446984409
730	0.1444933113
731	0.1443770762
732	0.1440880319
733	0.1439483794
734	0.1438122432
735	0.1435399411
736	0.1435239195
737	0.143475052
738	0.1433222141
739	0.1431818963
740	0.1429859294
741	0.1428367732
742	0.1427245037
743	0.1425785151
744	0.1424181883
745	0.1423372512
746	0.1423278475
747	0.142127392
748	0.1419118579
749	0.1418187416
750	0.1417178157
751	0.1415189647
752	0.141347348
753	0.1411896496
754	0.1410819443
755	0.1409327608
756	0.1408427836
757	0.1407588722
758	0.140657589
759	0.1405445211
760	0.1404492339
761	0.1402797422
762	0.1400570704
763	0.1399633046
764	0.1398092556
765	0.1397234497
766	0.1396719087
767	0.1395748959
768	0.139493353
769	0.1393677767
770	0.1392291113
771	0.139127245
772	0.1389251809
773	0.1387709563
774	0.1385691298
775	0.1385249563
776	0.1383034844
777	0.1381394347
778	0.1378663148
779	0.1377319699
780	0.137565155
781	0.1373592493
782	0.1372672784
783	0.1371453246
784	0.136975383
785	0.1369070147
786	0.1367122437
787	0.136610127
788	0.1365710739
789	0.1364240965
790	0.1363418792
791	0.1361359087
792	0.1359967305
793	0.1358734499
794	0.1357402913
795	0.1354550229
796	0.1353900705
797	0.1352357997
798	0.1350866414
799	0.1348630324
800	0.1347711537
801	0.134624539
802	0.1344162017
803	0.1343217185
804	0.1342216997
805	0.1340632563
806	0.1338590377
807	0.1336753125
808	0.1335178194
809	0.1334100228
810	0.1333559518
811	0.1332519187
812	0.1332072736
813	0.1330499186
814	0.1328403615
815	0.1327756571
816	0.1325991261
817	0.1324436508
818	0.132330918
819	0.1321746468
820	0.1320653573
821	0.1318014994
822	0.1316675028
823	0.1315612657
824	0.1314768556
825	0.1313004634
826	0.131197155
827	0.1311152254
828	0.1310994373
829	0.1310479182
830	0.1309405559
831	0.1308114177
832	0.1307582975
833	0.1306841278
834	0.130473598
835	0.1303295788
836	0.1301672934
837	0.1300127353
838	0.1298561394
839	0.1297659771
840	0.1296627443
841	0.1294956856
842	0.1294037259
843	0.1292983238
844	0.1291262261
845	0.1291011359
846	0.1288976471
847	0.1288496576
848	0.1288410973
849	0.1287189443
850	0.1285285032
851	0.1284414953
852	0.1283264115
853	0.128162565
854	0.1279991698
855	0.1279138601
856	0.1277379337
857	0.1276835445
858	0.1275495194
859	0.1274528218
860	0.127344693
861	0.1273141961
862	0.1272417578
863	0.1271778579
864	0.1270256249
865	0.1269268824
866	0.1268799152
867	0.1268376139
868	0.1267058639
869	0.126613883
870	0.1264830003
871	0.1263745257
872	0.1262811077
873	0.1262038229
874	0.1261623893
875	0.1260799969
876	0.1260161338
877	0.1259077707
878	0.125796061
879	0.1257404066
880	0.1256879215
881	0.1255287827
882	0.1254163061
883	0.1252322651
884	0.1251221695
885	0.1250095078
886	0.1248583756
887	0.124846127
888	0.124756773
889	0.1245697383
890	0.1244307035
891	0.1242960099
892	0.1241848221
893	0.1240514697
894	0.1239071549
895	0.1238459024
896	0.123839925
897	0.1236813552
898	0.1235295954
899	0.1233666501
900	0.1232574217
901	0.123141321
902	0.1230247793
903	0.1229547587
904	0.1228650525
905	0.1227810503
906	0.1226233176
907	0.1224637288
908	0.1223502048
909	0.1221776839
910	0.1220297161
911	0.1219193047
912	0.1218018383
913	0.1217346377
914	0.1216891576
915	0.121641545
916	0.1215167327
917	0.1213178378
918	0.12120562
919	0.1210532333
920	0.1208876551
921	0.1206527707
922	0.1205856399
923	0.1205412267
924	0.120421748
925	0.1203640842
926	0.1202623043
927	0.1201864772
928	0.1200294466
929	0.1199974196
930	0.1199086117
931	0.1198126807
932	0.1196799266
933	0.1195676571
934	0.119542293
935	0.1194464545
936	0.119246837
937	0.1191685944
938	0.1190140925
939	0.1188940609
940	0.1188101628
941	0.1186990457
942	0.1185423411
943	0.1184176316
944	0.1183629123
945	0.1182286578
946	0.118104431
947	0.1179964509
948	0.1178664946
949	0.117828458
950	0.1177569836
951	0.1175711539
952	0.1175037666
953	0.1174418815
954	0.1173007831
955	0.1172481253
956	0.1170755214
957	0.1170133086
958	0.1168609492
959	0.1167277149
960	0.116615288
961	0.1165368301
962	0.1165038928
963	0.1163053901
964	0.1161626534
965	0.1159687352
966	0.1158777804
967	0.1157009647
968	0.1155210037
969	0.1154119886
970	0.1153081509
971	0.1151273775
972	0.1150426877
973	0.1148894412
974	0.1147213759
975	0.1146119591
976	0.1145058476
977	0.1143403198
978	0.1141103149
979	0.1140942664
980	0.1139808185
981	0.1138880464
982	0.1138209375
983	0.113806089
984	0.1136561056
985	0.1135352265
986	0.1134928442
987	0.1133304175
988	0.1132978914
989	0.1131913364
990	0.113076153
991	0.1129317833
992	0.1128964924
993	0.1128428986
994	0.1128044984
995	0.1127059299
996	0.1126751371
997	0.1126350307
998	0.1125748418
999	0.1125220554
2727
238
999	0.09973308517
97182589
996	0.09190926134
997	0.09182487435
998	0.0917487573
999	0.09166933315
